target_id	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332
Q92793	0.26259729619008604	0.1560835723064318	0.20852109791069234	0.2494879147890209	0.2486685784514543	0.14256452273658338	0.19623105284719375	0.29782875870544856	0.08930766079475624	0.21343711593609174	0.2609586235149529	0.1159360917656698	0.3494469479721425	0.0905366653011061	0.042195821384678416	0.2601392871773863	0.22572716099959034	0.13232281851700126	0.19705038918476034	0.2486685784514543	0.19131503482179435	0.32117984432609586	0.15157722244981564	0.12986480950430151	0.18885702580909464	0.18803768947152807	0.2535845964768538	0.3088897992625973	0.10815239655878738	0.1732896353953298	0.1245391233101188	0.015567390413764853	0.1130684145841868	0.1638672675133142	0.29905776321179844	0.14584186808684965	0.2105694387546088	0.23392052437525604	0.20811142974190905
P30411	0.13076923076923078	0.2	0.30512820512820515	0.24102564102564106	0.2435897435897436	0.2076923076923077	0.21794871794871795	0.2923076923076923	0.14358974358974358	0.1076923076923077	0.3717948717948718	0.13846153846153847	0.3128205128205128	0.19743589743589746	0.12564102564102564	0.1564102564102564	0.24102564102564106	0.25384615384615383	0.08461538461538462	0.3025641025641025	0.2076923076923077	0.2743589743589744	0.1717948717948718	0.2	0.2948717948717949	0.2153846153846154	0.1153846153846154	0.26666666666666666	0.13846153846153847	0.2333333333333333	0.12051282051282053	0.017948717948717947	0.1	0.2948717948717949	0.1871794871794872	0.17692307692307693	0.2128205128205128	0.25897435897435894	0.11794871794871795
P30291	0.2542635658914729	0.16744186046511628	0.19069767441860466	0.2434108527131783	0.2124031007751938	0.15813953488372093	0.16744186046511628	0.28527131782945736	0.07286821705426356	0.248062015503876	0.2418604651162791	0.12713178294573646	0.31007751937984496	0.12713178294573646	0.058914728682170535	0.2790697674418605	0.2124031007751938	0.13023255813953488	0.1875968992248062	0.2961240310077519	0.14108527131782947	0.2325581395348837	0.19224806201550387	0.15813953488372093	0.17054263565891473	0.1984496124031008	0.2542635658914729	0.26976744186046514	0.15813953488372093	0.19224806201550387	0.19224806201550387	0.018604651162790697	0.18604651162790695	0.17984496124031008	0.2775193798449612	0.1131782945736434	0.25116279069767444	0.21085271317829454	0.17054263565891473
Q14534	0.21465968586387435	0.14834205933682373	0.2722513089005236	0.2198952879581152	0.2094240837696335	0.18848167539267016	0.20418848167539266	0.2705061082024433	0.1273996509598604	0.16230366492146595	0.2670157068062827	0.16055846422338568	0.3368237347294939	0.11343804537521815	0.10296684118673648	0.1972076788830716	0.22338568935427572	0.193717277486911	0.12914485165794065	0.2757417102966841	0.17452006980802792	0.2809773123909249	0.1762652705061082	0.16230366492146595	0.2408376963350785	0.18673647469458987	0.19895287958115185	0.2635253054101221	0.14485165794066318	0.193717277486911	0.14659685863874344	0.027923211169284468	0.15357766143106458	0.2513089005235602	0.24781849912739964	0.12914485165794065	0.22338568935427572	0.2198952879581152	0.13961605584642234
O60741	0.2092238470191226	0.17772778402699665	0.2047244094488189	0.24634420697412826	0.2260967379077615	0.17547806524184478	0.19010123734533185	0.29358830146231724	0.10573678290213724	0.16985376827896512	0.2823397075365579	0.12710911136107986	0.3565804274465692	0.11136107986501688	0.0843644544431946	0.2092238470191226	0.23397075365579306	0.14623172103487064	0.15073115860517436	0.2767154105736783	0.19122609673790775	0.2452193475815523	0.16422947131608548	0.1856017997750281	0.19460067491563554	0.21484814398200225	0.18785151856018	0.23847019122609675	0.1327334083239595	0.2170978627671541	0.15185601799775028	0.021372328458942637	0.13385826771653545	0.21822272215973004	0.2362204724409449	0.1597300337457818	0.21147356580427445	0.2215973003374578	0.17547806524184478
P31213	0.1699604743083004	0.1225296442687747	0.3359683794466403	0.1422924901185771	0.25296442687747034	0.2490118577075099	0.10276679841897234	0.3873517786561265	0.1067193675889328	0.1699604743083004	0.2411067193675889	0.2411067193675889	0.3478260869565217	0.12648221343873514	0.1541501976284585	0.20553359683794467	0.2134387351778656	0.2292490118577075	0.11067193675889328	0.2292490118577075	0.2450592885375494	0.2648221343873518	0.233201581027668	0.16205533596837945	0.3241106719367589	0.15810276679841898	0.15019762845849802	0.2648221343873518	0.17786561264822134	0.21739130434782608	0.15019762845849802	0.0	0.07905138339920949	0.2648221343873518	0.22134387351778656	0.15019762845849802	0.18972332015810275	0.2806324110671937	0.10276679841897234
P18031	0.20967741935483872	0.21428571428571427	0.1889400921658986	0.271889400921659	0.21428571428571427	0.1543778801843318	0.2350230414746544	0.26036866359447003	0.0944700460829493	0.18433179723502305	0.30184331797235026	0.11981566820276494	0.3248847926267281	0.15668202764976955	0.08294930875576037	0.2119815668202765	0.2672811059907834	0.1129032258064516	0.14746543778801846	0.3179723502304148	0.16359447004608296	0.24423963133640555	0.18202764976958524	0.23963133640552994	0.1728110599078341	0.2488479262672811	0.18433179723502305	0.23732718894009214	0.1336405529953917	0.2880184331797235	0.18202764976958524	0.04838709677419355	0.195852534562212	0.2419354838709677	0.2672811059907834	0.12903225806451613	0.2419354838709677	0.22350230414746544	0.18202764976958524
P28827	0.2501722949689869	0.19503790489317716	0.2136457615437629	0.25155065472088217	0.23569951757408686	0.16264645072363887	0.19365954514128186	0.2949689869055824	0.09924190213645763	0.18952446588559613	0.32184700206753963	0.1268090971743625	0.34665747760165405	0.1447277739490007	0.08270158511371467	0.2556857339765679	0.2501722949689869	0.14334941419710545	0.16884906960716747	0.28187456926257753	0.2095106822880772	0.2715368711233632	0.18952446588559613	0.1819434872501723	0.2005513439007581	0.24810475534114404	0.2232942798070296	0.2742935906271537	0.14403859407305306	0.22742935906271536	0.1536871123363198	0.02136457615437629	0.1729841488628532	0.26809097174362506	0.2164024810475534	0.18676774638180565	0.2501722949689869	0.23569951757408686	0.19503790489317716
P25025	0.16434540389972144	0.1532033426183844	0.2924791086350975	0.17548746518105848	0.21448467966573814	0.2228412256267409	0.1615598885793872	0.3008356545961003	0.1309192200557103	0.11420612813370473	0.28690807799442897	0.16991643454038996	0.3147632311977716	0.12534818941504178	0.13649025069637882	0.18384401114206128	0.22841225626740946	0.2172701949860724	0.0947075208913649	0.2395543175487465	0.20055710306406685	0.2924791086350975	0.181058495821727	0.1894150417827298	0.27298050139275765	0.18384401114206128	0.15598885793871867	0.25069637883008355	0.15598885793871867	0.21448467966573814	0.1392757660167131	0.016713091922005572	0.10584958217270196	0.2785515320334262	0.2116991643454039	0.15598885793871867	0.17827298050139276	0.25348189415041783	0.1392757660167131
P19801	0.22	0.156	0.2653333333333333	0.20133333333333334	0.23600000000000002	0.212	0.188	0.3133333333333333	0.11066666666666666	0.2	0.26666666666666666	0.192	0.34	0.12933333333333333	0.084	0.22266666666666668	0.2466666666666667	0.14533333333333334	0.14666666666666667	0.2613333333333333	0.20800000000000002	0.2426666666666667	0.22666666666666666	0.16666666666666666	0.23066666666666666	0.228	0.204	0.24	0.17333333333333334	0.22	0.14133333333333334	0.016	0.16	0.248	0.204	0.18533333333333327	0.212	0.2533333333333333	0.16399999999999998
P10275	0.1893362350380849	0.15778019586507072	0.21980413492927092	0.21871599564744287	0.235038084874864	0.13710554951033732	0.17845484221980412	0.29053318824809576	0.07072905331882481	0.18715995647442876	0.264417845484222	0.14363438520130578	0.34602829162132753	0.1120783460282916	0.059847660500544075	0.2176278563656148	0.21871599564744287	0.1501632208922742	0.14907508161044614	0.2763873775843308	0.18171926006528835	0.2470076169749728	0.17519042437431992	0.11969532100108815	0.21218715995647444	0.19586507072905326	0.17519042437431992	0.2720348204570185	0.13492927094668114	0.15995647442872687	0.14036996735582155	0.01414581066376496	0.15342763873775844	0.1795429815016322	0.25571273122959737	0.14036996735582155	0.21436343852013054	0.24483133841131666	0.132752992383025
Q16236	0.2119205298013245	0.22019867549668876	0.2052980132450331	0.25496688741721857	0.2764900662251656	0.12086092715231787	0.21688741721854304	0.3112582781456953	0.08278145695364239	0.16390728476821192	0.3576158940397351	0.08112582781456952	0.35927152317880795	0.11920529801324505	0.05629139072847682	0.24503311258278146	0.2963576158940397	0.1291390728476821	0.1672185430463576	0.3327814569536424	0.1456953642384106	0.3162251655629139	0.15728476821192053	0.16556291390728478	0.18543046357615892	0.2533112582781457	0.2119205298013245	0.3112582781456953	0.1291390728476821	0.1937086092715232	0.09933774834437084	0.046357615894039736	0.2516556291390729	0.1804635761589404	0.26158940397350994	0.17052980132450332	0.2781456953642384	0.2119205298013245	0.15397350993377484
Q9QYJ6	0.19924337957124846	0.2030264817150063	0.2547288776796974	0.23707440100882726	0.223203026481715	0.192938209331652	0.2307692307692308	0.2976040353089533	0.10844892812105927	0.17906683480453972	0.30390920554854983	0.16393442622950818	0.32156368221941994	0.14627994955863807	0.11601513240857506	0.2055485498108449	0.2723833543505675	0.17528373266078184	0.14754098360655735	0.2976040353089533	0.17023959646910464	0.2925598991172761	0.17528373266078184	0.1841109709962169	0.2257250945775536	0.2421185372005044	0.17023959646910464	0.2812105926860025	0.13619167717528374	0.223203026481715	0.14880201765447668	0.032786885245901634	0.17276166456494324	0.2887767969735183	0.2269861286254729	0.1601513240857503	0.2572509457755359	0.2269861286254729	0.1450189155107188
P05979	0.2086811352253756	0.2086811352253756	0.2353923205342237	0.22036727879799667	0.2938230383973289	0.1986644407345576	0.17195325542570952	0.3689482470784641	0.11686143572621036	0.17696160267111852	0.327212020033389	0.16026711185308848	0.34724540901502504	0.17362270450751252	0.08681135225375626	0.21535893155258765	0.27879799666110183	0.15525876460767946	0.14524207011686144	0.3021702838063439	0.21869782971619364	0.22203672787979967	0.2086811352253756	0.21368948247078465	0.2253756260434057	0.2621035058430718	0.18196994991652754	0.2387312186978297	0.1686143572621035	0.25375626043405675	0.15692821368948248	0.02003338898163606	0.1669449081803005	0.2370617696160267	0.2003338898163606	0.19365609348914856	0.2570951585976628	0.2387312186978297	0.16026711185308848
O00519	0.1972318339100346	0.19377162629757785	0.27854671280276816	0.2491349480968858	0.21972318339100347	0.2093425605536332	0.20761245674740486	0.3062283737024221	0.11245674740484428	0.1643598615916955	0.31487889273356395	0.18166089965397925	0.4100346020761246	0.10726643598615918	0.06228373702422145	0.2387543252595156	0.25951557093425603	0.19550173010380625	0.13321799307958476	0.28719723183391005	0.2301038062283737	0.3442906574394464	0.17647058823529413	0.15743944636678198	0.27854671280276816	0.2179930795847751	0.1903114186851211	0.3096885813148789	0.1453287197231834	0.18858131487889274	0.1643598615916955	0.015570934256055362	0.15397923875432526	0.2093425605536332	0.2525951557093425	0.16089965397923875	0.25951557093425603	0.2318339100346021	0.1314878892733564
P37840	0.302158273381295	0.08633093525179858	0.23741007194244604	0.4388489208633093	0.1366906474820144	0.07913669064748201	0.3956834532374101	0.15827338129496402	0.05755395683453238	0.2014388489208633	0.18705035971223025	0.16546762589928055	0.3956834532374101	0.02158273381294964	0.03597122302158273	0.2733812949640288	0.12949640287769784	0.1942446043165468	0.2302158273381295	0.18705035971223025	0.2302158273381295	0.38129496402877705	0.18705035971223025	0.1366906474820144	0.2302158273381295	0.1223021582733813	0.2805755395683453	0.38129496402877705	0.17266187050359713	0.1510791366906475	0.1510791366906475	0.05035971223021583	0.2517985611510791	0.2302158273381295	0.2733812949640288	0.14388489208633093	0.2014388489208633	0.16546762589928055	0.18705035971223025
Q9UNH5	0.23777403035413155	0.18718381112984825	0.2057335581787521	0.21079258010118046	0.2580101180438449	0.16526138279932545	0.16020236087689713	0.3456998313659359	0.0775716694772344	0.2209106239460371	0.2748735244519393	0.15345699831365936	0.315345699831366	0.1467116357504216	0.07251264755480608	0.23946037099494094	0.23777403035413155	0.15851602023608768	0.17706576728499154	0.2748735244519393	0.18718381112984825	0.2411467116357504	0.21079258010118046	0.16694772344013492	0.19561551433389546	0.2327150084317032	0.21922428330522767	0.2563237774030354	0.16526138279932545	0.21247892074198987	0.1973018549747049	0.011804384485666104	0.1399662731871838	0.21922428330522767	0.26138279932546377	0.1433389544688027	0.2529510961214165	0.21922428330522767	0.17200674536256325
Q02643	0.13507109004739334	0.14928909952606634	0.34360189573459715	0.18009478672985782	0.23696682464454974	0.2037914691943128	0.17298578199052134	0.28672985781990523	0.1161137440758294	0.13981042654028436	0.3056872037914692	0.1824644549763033	0.3127962085308057	0.18009478672985782	0.13507109004739334	0.1895734597156398	0.23696682464454974	0.22748815165876776	0.1018957345971564	0.2393364928909953	0.25355450236966826	0.28199052132701424	0.2037914691943128	0.15876777251184834	0.3009478672985782	0.1872037914691943	0.15402843601895735	0.2725118483412322	0.15876777251184834	0.2037914691943128	0.10426540284360188	0.009478672985781993	0.11848341232227487	0.2559241706161137	0.2109004739336493	0.1966824644549763	0.1848341232227488	0.2725118483412322	0.0995260663507109
P43166	0.2357414448669201	0.1520912547528517	0.26996197718631176	0.2357414448669201	0.24334600760456274	0.16730038022813687	0.1977186311787072	0.2851711026615969	0.09505703422053233	0.2357414448669201	0.2965779467680608	0.155893536121673	0.35361216730038025	0.14068441064638784	0.06463878326996197	0.2889733840304182	0.2281368821292776	0.155893536121673	0.1444866920152091	0.2965779467680608	0.1977186311787072	0.2775665399239544	0.2129277566539924	0.155893536121673	0.23954372623574144	0.2129277566539924	0.2281368821292776	0.2775665399239544	0.17490494296577944	0.19391634980988592	0.1634980988593156	0.019011406844106463	0.14068441064638784	0.19011406844106465	0.2509505703422053	0.1825095057034221	0.24714828897338406	0.2889733840304182	0.14068441064638784
Q9Y3R4	0.27440633245382584	0.13984168865435356	0.2216358839050132	0.2612137203166227	0.21635883905013192	0.19525065963060687	0.1741424802110818	0.2928759894459103	0.0870712401055409	0.2612137203166227	0.2638522427440633	0.12928759894459102	0.3852242744063325	0.10290237467018468	0.08179419525065962	0.3324538258575198	0.2031662269129288	0.1266490765171504	0.1424802110817942	0.3139841688654353	0.1741424802110818	0.2717678100263852	0.2453825857519789	0.1424802110817942	0.21372031662269128	0.17941952506596304	0.2717678100263852	0.2770448548812665	0.21372031662269128	0.1741424802110818	0.1345646437994723	0.013192612137203168	0.1662269129287599	0.25857519788918204	0.2480211081794195	0.1266490765171504	0.2638522427440633	0.27440633245382584	0.1503957783641161
O70528	0.15762273901808785	0.1524547803617571	0.25839793281653745	0.20671834625323	0.1834625322997416	0.2558139534883721	0.1937984496124031	0.2739018087855297	0.14987080103359174	0.1421188630490956	0.268733850129199	0.15762273901808785	0.2868217054263566	0.14987080103359174	0.14987080103359174	0.17054263565891473	0.22739018087855295	0.18863049095607234	0.11886304909560726	0.2325581395348837	0.2041343669250646	0.2842377260981912	0.1834625322997416	0.18087855297157626	0.2454780361757106	0.18087855297157626	0.14470284237726094	0.2532299741602067	0.13178294573643412	0.2325581395348837	0.11886304909560726	0.025839793281653745	0.09819121447028424	0.29457364341085274	0.1937984496124031	0.16795865633074936	0.1937984496124031	0.2558139534883721	0.11627906976744184
O95271	0.2307692307692308	0.16289592760180996	0.2058823529411765	0.3076923076923077	0.20437405731523375	0.14404223227752638	0.2345399698340875	0.26998491704374056	0.07541478129713422	0.22247360482654602	0.2458521870286576	0.1515837104072398	0.3981900452488688	0.08823529411764706	0.05052790346907994	0.25565610859728505	0.2239819004524887	0.14177978883861234	0.14177978883861234	0.27450980392156865	0.2119155354449472	0.2594268476621418	0.1636500754147813	0.15233785822021115	0.18401206636500755	0.21342383107088989	0.21040723981900453	0.2873303167420814	0.14177978883861234	0.17420814479638008	0.13800904977375567	0.03092006033182504	0.16515837104072398	0.17043740573152338	0.2767722473604827	0.15309200603318251	0.2541478129713424	0.2300150829562594	0.13951734539969834
O15294	0.2440191387559809	0.22105263157894736	0.2354066985645933	0.21913875598086124	0.2363636363636364	0.22870813397129186	0.18660287081339716	0.3368421052631579	0.12248803827751195	0.19330143540669856	0.2985645933014354	0.184688995215311	0.3703349282296651	0.12535885167464114	0.0985645933014354	0.2354066985645933	0.29473684210526313	0.16363636363636366	0.12248803827751195	0.3119617224880383	0.18373205741626794	0.3033492822966507	0.17607655502392344	0.19808612440191387	0.21339712918660286	0.2698564593301435	0.23157894736842105	0.2909090909090909	0.13492822966507176	0.23923444976076555	0.14736842105263154	0.02296650717703349	0.18181818181818185	0.23923444976076555	0.22200956937799046	0.14354066985645933	0.3119617224880383	0.19808612440191387	0.15311004784688995
Q99572	0.21885521885521889	0.2255892255892256	0.2239057239057239	0.202020202020202	0.2323232323232323	0.20707070707070707	0.19865319865319864	0.31313131313131315	0.10942760942760944	0.15151515151515152	0.3333333333333333	0.15488215488215487	0.265993265993266	0.21212121212121213	0.09090909090909093	0.21212121212121213	0.2946127946127946	0.14814814814814814	0.1447811447811448	0.3063973063973064	0.1717171717171717	0.2491582491582492	0.21548821548821548	0.16161616161616166	0.21043771043771045	0.2777777777777778	0.18686868686868688	0.2323232323232323	0.15151515151515152	0.2255892255892256	0.1851851851851852	0.020202020202020204	0.16835016835016836	0.27104377104377103	0.2053872053872054	0.19865319865319864	0.2676767676767677	0.21043771043771045	0.17676767676767674
Q15149	0.2592355327781337	0.22037155669442665	0.1697629724535554	0.3203074951953876	0.2002989536621824	0.14904975443092036	0.1930386504377536	0.2795216741405082	0.06128550074738416	0.2605167627589152	0.2605167627589152	0.14712790945974802	0.4413837283792441	0.07666026051676278	0.038650437753576766	0.2547512278453983	0.2534699978646167	0.13111253469997866	0.108263933376041	0.400811445654495	0.11723254324151185	0.28550074738415543	0.1507580610719624	0.20435618193465727	0.16335682254964767	0.2442878496690156	0.2425795430279735	0.2829382874225924	0.13709160794362588	0.2180226350629938	0.2088404868673927	0.050395045910740975	0.2216527866752082	0.19752295537048897	0.19111680546658125	0.0928891736066624	0.3534059363655776	0.1627162075592569	0.1262011531069827
P41245	0.24417009602194786	0.14540466392318244	0.2345679012345679	0.2469135802469136	0.2661179698216735	0.16872427983539096	0.19890260631001366	0.3443072702331962	0.07681755829903979	0.20987654320987653	0.27434842249657065	0.1467764060356653	0.33058984910836764	0.14540466392318244	0.07133058984910838	0.3196159122085048	0.20576131687242802	0.16049382716049382	0.18792866941015088	0.24279835390946505	0.23319615912208505	0.24279835390946505	0.2578875171467764	0.13854595336076814	0.2469135802469136	0.17421124828532236	0.2263374485596708	0.2962962962962963	0.2030178326474623	0.1934156378600823	0.14540466392318244	0.02194787379972565	0.1700960219478738	0.19204389574759945	0.25925925925925924	0.2085048010973937	0.24828532235939646	0.25377229080932784	0.1412894375857339
