target_id	alphaticr.alphaticr	alphaticr.aromatic	alphaticr.postivecharger	alphaticr.negativecharger	alphaticr.uncharger	aromatic.alphaticr	aromatic.aromatic	aromatic.postivecharger	aromatic.negativecharger	aromatic.uncharger	postivecharger.alphaticr	postivecharger.aromatic	postivecharger.postivecharger	postivecharger.negativecharger	postivecharger.uncharger	negativecharger.alphaticr	negativecharger.aromatic	negativecharger.postivecharger	negativecharger.negativecharger	negativecharger.uncharger	uncharger.alphaticr	uncharger.aromatic	uncharger.postivecharger	uncharger.negativecharger	uncharger.uncharger
Q14534	0.2006980802792321	0.041884816753926704	0.0506108202443281	0.033158813263525315	0.09424083769633508	0.04013961605584642	0.015706806282722512	0.020942408376963352	0.005235602094240838	0.020942408376963352	0.041884816753926704	0.012216404886561954	0.031413612565445025	0.022687609075043632	0.027923211169284468	0.045375218150087264	0.005235602094240838	0.008726003490401396	0.008726003490401396	0.031413612565445025	0.09075043630017453	0.027923211169284468	0.026178010471204192	0.02966841186736475	0.06631762652705063
O60741	0.15635545556805402	0.026996625421822268	0.0438695163104612	0.0281214848143982	0.11473565804274465	0.031496062992125984	0.008998875140607425	0.01124859392575928	0.010123734533183352	0.025871766029246342	0.04274465691788527	0.012373453318335208	0.013498312710911136	0.014623172103487063	0.033745781777277835	0.033745781777277835	0.007874015748031496	0.012373453318335208	0.010123734533183352	0.023622047244094488	0.10573678290213724	0.031496062992125984	0.0359955005624297	0.024746906636670417	0.13948256467941508
P31213	0.20948616600790515	0.07509881422924901	0.05533596837944664	0.015810276679841896	0.09881422924901186	0.07114624505928854	0.023715415019762844	0.011857707509881422	0.003952569169960474	0.04743083003952569	0.031620553359683785	0.011857707509881422	0.02766798418972332	0.0	0.03952569169960474	0.01976284584980237	0.015810276679841896	0.0	0.003952569169960474	0.003952569169960474	0.11857707509881422	0.03557312252964427	0.015810276679841896	0.01976284584980237	0.043478260869565216
P18031	0.1129032258064516	0.013824884792626729	0.055299539170506916	0.04147465437788018	0.0944700460829493	0.029953917050691243	0.01152073732718894	0.016129032258064516	0.01152073732718894	0.02304147465437788	0.04608294930875576	0.018433179723502304	0.013824884792626729	0.034562211981566816	0.04377880184331797	0.036866359447004615	0.01152073732718894	0.027649769585253458	0.02534562211981567	0.04608294930875576	0.08986175115207372	0.036866359447004615	0.04377880184331797	0.034562211981566816	0.08064516129032258
P28827	0.12129565816678152	0.02756719503790489	0.049620951068228815	0.04272915230875258	0.10406616126809096	0.02825637491385252	0.010337698139214336	0.01654031702274294	0.01171605789110958	0.031013094417643005	0.033769813921433495	0.009648518263266712	0.01516195727084769	0.01654031702274294	0.05099931082012405	0.041350792556857335	0.010337698139214336	0.009648518263266712	0.013783597518952449	0.03583735354927636	0.1206064782908339	0.039972432804962085	0.03514817367332874	0.026188835286009647	0.09786354238456237
P25025	0.2228412256267409	0.052924791086350974	0.036211699164345405	0.027855153203342614	0.11142061281337047	0.06406685236768803	0.008356545961002786	0.013927576601671307	0.0055710306406685246	0.02506963788300836	0.04456824512534819	0.013927576601671307	0.016713091922005572	0.008356545961002786	0.02506963788300836	0.02506963788300836	0.0055710306406685246	0.008356545961002786	0.011142061281337049	0.02228412256267409	0.0947075208913649	0.036211699164345405	0.033426183844011144	0.019498607242339837	0.06685236768802229
P19801	0.12533333333333332	0.044000000000000004	0.04933333333333333	0.037333333333333336	0.08933333333333332	0.048	0.013333333333333334	0.018666666666666668	0.009333333333333334	0.036000000000000004	0.044000000000000004	0.024	0.021333333333333333	0.012	0.037333333333333336	0.037333333333333336	0.006666666666666667	0.010666666666666666	0.012	0.03333333333333333	0.09066666666666667	0.037333333333333336	0.03866666666666667	0.029333333333333333	0.09466666666666666
P10275	0.16430903155603918	0.02720348204570185	0.04134929270946682	0.042437431991294884	0.1044613710554951	0.023939064200217627	0.009793253536452664	0.01088139281828074	0.004352557127312296	0.026115342763873776	0.045701849836779114	0.007616974972796519	0.015233949945593038	0.01088139281828074	0.029379760609358	0.04026115342763874	0.009793253536452664	0.006528835690968444	0.016322089227421108	0.02720348204570185	0.1044613710554951	0.02067464635473341	0.03482045701849837	0.026115342763873776	0.1501632208922742
Q16236	0.0695364238410596	0.019867549668874173	0.0347682119205298	0.05960264900662252	0.12086092715231787	0.016556291390728478	0.006622516556291391	0.0033112582781456954	0.008278145695364239	0.026490066225165563	0.03642384105960265	0.0033112582781456954	0.023178807947019868	0.026490066225165563	0.031456953642384114	0.06622516556291391	0.01324503311258278	0.024834437086092717	0.02152317880794702	0.04470198675496689	0.11423841059602648	0.018211920529801324	0.0347682119205298	0.054635761589403975	0.12086092715231787
Q9QYJ6	0.1273644388398487	0.04791929382093316	0.032786885245901634	0.05044136191677175	0.11097099621689786	0.029003783102143764	0.006305170239596469	0.013871374527112231	0.012610340479192938	0.03026481715006305	0.044136191677175286	0.013871374527112231	0.027742749054224462	0.016393442622950817	0.03656998738965952	0.04665825977301387	0.006305170239596469	0.02269861286254729	0.01891551071878941	0.026481715006305168	0.1210592686002522	0.017654476670870115	0.0416141235813367	0.02395964691046658	0.07440100882723834
P05979	0.1318864774624374	0.03672787979966611	0.05509181969949917	0.05008347245409015	0.07846410684474124	0.04674457429048414	0.011686143572621035	0.015025041736227047	0.00667779632721202	0.045075125208681135	0.04340567612687813	0.02170283806343906	0.01335559265442404	0.011686143572621035	0.04006677796327212	0.035058430717863104	0.01669449081803005	0.015025041736227047	0.008347245409015025	0.02671118530884808	0.09515859766277128	0.03839732888146912	0.031719532554257086	0.025041736227045083	0.1001669449081803
O00519	0.1833910034602076	0.031141868512110725	0.051903114186851215	0.039792387543252594	0.12283737024221453	0.02768166089965398	0.0034602076124567475	0.015570934256055362	0.010380622837370242	0.02249134948096886	0.051903114186851215	0.008650519031141871	0.006920415224913495	0.010380622837370242	0.0328719723183391	0.04498269896193772	0.0034602076124567475	0.008650519031141871	0.008650519031141871	0.02768166089965398	0.11937716262975777	0.0328719723183391	0.02768166089965398	0.02422145328719723	0.08304498269896192
P37840	0.2517985611510791	0.03597122302158273	0.04316546762589928	0.05035971223021583	0.08633093525179858	0.02158273381294964	0.0	0.0	0.014388489208633094	0.007194244604316547	0.02158273381294964	0.0	0.007194244604316547	0.03597122302158273	0.05035971223021583	0.09352517985611512	0.007194244604316547	0.014388489208633094	0.02158273381294964	0.03597122302158273	0.07913669064748201	0.0	0.05035971223021583	0.05035971223021583	0.02158273381294964
Q9UNH5	0.1011804384485666	0.032040472175379434	0.045531197301854974	0.032040472175379434	0.10792580101180438	0.03372681281618887	0.011804384485666104	0.013490725126475549	0.016863406408094434	0.028667790893760536	0.045531197301854974	0.023608768971332208	0.025295109612141653	0.0033726812816188873	0.05564924114671164	0.03035413153456998	0.010118043844856659	0.013490725126475549	0.02192242833052277	0.02192242833052277	0.10623946037099494	0.028667790893760536	0.05564924114671164	0.023608768971332208	0.11129848229342328
Q02643	0.17298578199052134	0.04739336492890995	0.05213270142180095	0.02132701421800948	0.10426540284360188	0.05213270142180095	0.016587677725118485	0.009478672985781993	0.007109004739336493	0.04028436018957346	0.04028436018957346	0.011848341232227487	0.014218009478672985	0.009478672985781993	0.02843601895734597	0.026066350710900472	0.007109004739336493	0.0047393364928909965	0.018957345971563986	0.026066350710900472	0.10426540284360188	0.04265402843601896	0.02369668246445497	0.026066350710900472	0.0924170616113744
P43166	0.08745247148288972	0.026615969581749048	0.05703422053231939	0.030418250950570342	0.12547528517110265	0.026615969581749048	0.0038022813688212928	0.030418250950570342	0.0038022813688212928	0.04182509505703422	0.049429657794676805	0.030418250950570342	0.02281368821292776	0.0076045627376425855	0.04182509505703422	0.038022813688212934	0.0038022813688212928	0.02281368821292776	0.02281368821292776	0.015209125475285171	0.12547528517110265	0.04182509505703422	0.019011406844106463	0.038022813688212934	0.08745247148288972
Q9Y3R4	0.09762532981530343	0.05277044854881266	0.0474934036939314	0.0316622691292876	0.1345646437994723	0.03693931398416887	0.0026385224274406327	0.0079155672823219	0.010554089709762531	0.03430079155672823	0.05277044854881266	0.0026385224274406327	0.013192612137203168	0.0158311345646438	0.03693931398416887	0.0395778364116095	0.013192612137203168	0.010554089709762531	0.0052770448548812654	0.02638522427440633	0.1345646437994723	0.021108179419525062	0.04221635883905013	0.0316622691292876	0.09762532981530343
O70528	0.1912144702842377	0.05167958656330749	0.025839793281653745	0.041343669250646004	0.1214470284237726	0.06718346253229975	0.012919896640826873	0.012919896640826873	0.002583979328165375	0.018087855297157618	0.033591731266149866	0.007751937984496123	0.015503875968992246	0.0103359173126615	0.033591731266149866	0.02325581395348837	0.002583979328165375	0.018087855297157618	0.00516795865633075	0.018087855297157618	0.11369509043927647	0.03875968992248062	0.02842377260981912	0.007751937984496123	0.09819121447028424
O95271	0.17571644042232276	0.01583710407239819	0.06485671191553545	0.04751131221719457	0.1085972850678733	0.020361990950226245	0.0007541478129713424	0.006787330316742082	0.004524886877828055	0.014328808446455503	0.052036199095022634	0.007541478129713423	0.029411764705882356	0.023378582202111614	0.033936651583710405	0.057315233785822026	0.006787330316742082	0.015082956259426846	0.007541478129713423	0.01885369532428356	0.10633484162895927	0.01583710407239819	0.030165912518853692	0.022624434389140267	0.1138763197586727
O15294	0.14832535885167464	0.041148325358851684	0.056459330143540674	0.05263157894736842	0.10526315789473684	0.029665071770334932	0.0019138755980861247	0.011483253588516745	0.009569377990430622	0.029665071770334932	0.06315789473684211	0.009569377990430622	0.019138755980861243	0.009569377990430622	0.03157894736842105	0.04784688995215311	0.011483253588516745	0.019138755980861243	0.00861244019138756	0.023923444976076555	0.11483253588516748	0.01818181818181818	0.026794258373205745	0.030622009569377988	0.07942583732057416
Q99572	0.10606060606060606	0.037037037037037035	0.037037037037037035	0.03872053872053872	0.09090909090909093	0.03198653198653199	0.015151515151515154	0.02356902356902357	0.010101010101010102	0.037037037037037035	0.03872053872053872	0.016835016835016838	0.030303030303030307	0.01346801346801347	0.04713804713804714	0.03872053872053872	0.01346801346801347	0.008417508417508417	0.010101010101010102	0.03367003367003367	0.0925925925925926	0.037037037037037035	0.04713804713804714	0.03198653198653199	0.1127946127946128
Q15149	0.1283365364082853	0.020713218022635062	0.06427503736920777	0.06918641896220372	0.09993593850096093	0.01323937646807602	0.003203074951953876	0.008755071535340594	0.007260303224428785	0.015374759769378602	0.06854580397181294	0.00661968823403801	0.02647875293615204	0.02583813794576126	0.03886397608370702	0.0676916506512919	0.004484304932735426	0.028614136237454624	0.030963057868887464	0.03523382447149264	0.1046337817638266	0.012812299807815505	0.03822336109331625	0.033739056160580816	0.046978432628656835
P41245	0.10425240054869683	0.05624142661179698	0.0438957475994513	0.03566529492455418	0.09327846364883402	0.03566529492455418	0.013717421124828532	0.009602194787379972	0.01646090534979424	0.05349794238683128	0.0411522633744856	0.01646090534979424	0.00823045267489712	0.015089163237311385	0.03017832647462277	0.05761316872427984	0.00411522633744856	0.01783264746227709	0.010973936899862823	0.01646090534979424	0.09327846364883402	0.03840877914951989	0.03155006858710562	0.02880658436213992	0.12757201646090535
Q8WN95	0.1479534359744649	0.030041306796845663	0.049943672549755916	0.04806609087495306	0.10777318813368382	0.03454750281637251	0.008261359369132555	0.011265490048817123	0.007510326699211416	0.0180247840781074	0.054074352234322186	0.010889973713856551	0.019151333082989108	0.0180247840781074	0.039804731505820506	0.04806609087495306	0.007885843034171986	0.021779947427713102	0.019151333082989108	0.031543372136687946	0.09876079609463012	0.022530980097634247	0.04018024784078107	0.035674051821254216	0.06909500563274502
Q9JI35	0.2072072072072072	0.03153153153153153	0.03378378378378378	0.03153153153153153	0.12837837837837834	0.0518018018018018	0.022522522522522518	0.009009009009009007	0.006756756756756757	0.029279279279279282	0.04954954954954955	0.011261261261261259	0.018018018018018014	0.0045045045045045045	0.02477477477477477	0.020270270270270268	0.013513513513513514	0.013513513513513514	0.0	0.011261261261261259	0.10135135135135136	0.040540540540540536	0.036036036036036036	0.01576576576576576	0.08783783783783784
P20618	0.1875	0.04583333333333333	0.04583333333333333	0.04166666666666666	0.1	0.016666666666666666	0.008333333333333333	0.02083333333333333	0.0041666666666666675	0.04166666666666666	0.05833333333333333	0.008333333333333333	0.016666666666666666	0.03333333333333333	0.02083333333333333	0.03333333333333333	0.0041666666666666675	0.016666666666666666	0.016666666666666666	0.03333333333333333	0.12083333333333332	0.025	0.0375	0.0125	0.05
P18054	0.13595166163141995	0.033232628398791535	0.052870090634441085	0.04682779456193353	0.1148036253776435	0.03021148036253777	0.007552870090634442	0.012084592145015106	0.010574018126888218	0.033232628398791535	0.04984894259818731	0.013595166163141994	0.019637462235649543	0.02265861027190332	0.0256797583081571	0.05438066465256797	0.013595166163141994	0.02265861027190332	0.02265861027190332	0.010574018126888218	0.11329305135951663	0.0256797583081571	0.024169184290030208	0.02114803625377644	0.08308157099697885
O15151	0.1083844580777096	0.018404907975460124	0.05316973415132925	0.034764826175869123	0.0920245398773006	0.016359918200409	0.0081799591002045	0.00408997955010225	0.010224948875255624	0.018404907975460124	0.032719836400818	0.006134969325153374	0.02862985685071575	0.018404907975460124	0.04703476482617587	0.05521472392638037	0.0081799591002045	0.010224948875255624	0.032719836400818	0.059304703476482624	0.09406952965235174	0.016359918200409	0.03680981595092025	0.06952965235173825	0.12065439672801635
Q00987	0.0836734693877551	0.020408163265306117	0.0326530612244898	0.034693877551020415	0.09591836734693876	0.012244897959183671	0.0061224489795918356	0.004081632653061225	0.012244897959183671	0.024489795918367342	0.030612244897959183	0.0	0.026530612244897958	0.02244897959183673	0.04489795918367346	0.042857142857142864	0.012244897959183671	0.024489795918367342	0.042857142857142864	0.0653061224489796	0.09591836734693876	0.020408163265306117	0.036734693877551024	0.07551020408163266	0.1326530612244898
O94759	0.14580559254327566	0.0426098535286285	0.0492676431424767	0.03994673768308921	0.10252996005326233	0.035952063914780286	0.0073235685752330235	0.014647137150466043	0.007989347536617843	0.02862849533954727	0.05326231691078562	0.009986684420772305	0.02796271637816245	0.015978695073235686	0.03861517976031957	0.04061251664447404	0.010652463382157123	0.013315579227696404	0.015978695073235686	0.035286284953395475	0.10386151797603196	0.02463382157123835	0.04061251664447404	0.035952063914780286	0.058588548601864174
Q04609	0.14285714285714285	0.057409879839786376	0.0520694259012016	0.03471295060080107	0.08277703604806408	0.04005340453938585	0.010680907877169559	0.01335113484646195	0.02403204272363151	0.04138851802403204	0.04939919893190922	0.01602136181575434	0.01602136181575434	0.010680907877169559	0.03604806408544727	0.04005340453938585	0.01335113484646195	0.01335113484646195	0.00801068090787717	0.037383177570093455	0.09746328437917223	0.03204272363150868	0.03337783711615487	0.03471295060080107	0.06275033377837116
Q15125	0.1703056768558952	0.06550218340611354	0.0480349344978166	0.04366812227074236	0.11353711790393012	0.07423580786026203	0.04366812227074236	0.013100436681222708	0.004366812227074236	0.017467248908296942	0.052401746724890834	0.008733624454148471	0.017467248908296942	0.008733624454148471	0.03056768558951965	0.03056768558951965	0.004366812227074236	0.008733624454148471	0.004366812227074236	0.021834061135371174	0.1091703056768559	0.03056768558951965	0.03056768558951965	0.008733624454148471	0.039301310043668124
P10980	0.1913978494623656	0.03225806451612903	0.027956989247311832	0.021505376344086027	0.13118279569892474	0.034408602150537634	0.017204301075268817	0.010752688172043013	0.004301075268817204	0.025806451612903226	0.034408602150537634	0.004301075268817204	0.021505376344086027	0.015053763440860216	0.03225806451612903	0.01935483870967742	0.002150537634408602	0.012903225806451613	0.015053763440860216	0.017204301075268817	0.12258064516129033	0.03655913978494624	0.03655913978494624	0.010752688172043013	0.12258064516129033
Q9Y5Y6	0.12060889929742387	0.02810304449648712	0.049180327868852465	0.03864168618266979	0.10070257611241218	0.03161592505854801	0.00936768149882904	0.01288056206088993	0.00702576112412178	0.03981264637002342	0.049180327868852465	0.0117096018735363	0.01405152224824356	0.015222482435597191	0.03747072599531616	0.0351288056206089	0.01288056206088993	0.016393442622950817	0.01405152224824356	0.0351288056206089	0.10070257611241218	0.03864168618266979	0.0351288056206089	0.03864168618266979	0.10772833723653397
Q9BYP7	0.09449694274596998	0.019455252918287938	0.045025013896609234	0.0405780989438577	0.11172873818788216	0.01500833796553641	0.0038910505836575885	0.007782101167315175	0.007226236798221234	0.022790439132851583	0.03891050583657588	0.008893829905503057	0.016675931072818232	0.018899388549193995	0.04446914952751529	0.03891050583657588	0.005002779321845468	0.01612006670372429	0.018899388549193995	0.04669260700389105	0.12340188993885493	0.019455252918287938	0.04280155642023346	0.04002223457476376	0.1528627015008338
P10636	0.095112285336856	0.009247027741083224	0.05548216644649934	0.043593130779392336	0.13210039630118892	0.005284015852047556	0.0	0.006605019815059446	0.001321003963011889	0.006605019815059446	0.05284015852047557	0.001321003963011889	0.018494055482166448	0.021136063408190225	0.056803170409511224	0.05416116248348745	0.005284015852047556	0.014531043593130781	0.022457067371202115	0.03830911492734478	0.12813738441215325	0.003963011889035667	0.05548216644649934	0.046235138705416116	0.12549537648612946
P11717	0.10481927710843374	0.02650602409638554	0.0429718875502008	0.030923694779116467	0.12449799196787148	0.024899598393574297	0.010843373493975905	0.014056224899598391	0.016867469879518072	0.024096385542168683	0.036546184738955816	0.010441767068273091	0.018875502008032133	0.015261044176706828	0.04096385542168675	0.04136546184738956	0.011646586345381526	0.01325301204819277	0.017269076305220885	0.037751004016064266	0.12208835341365462	0.03132530120481928	0.03293172690763052	0.04096385542168675	0.10883534136546184
Q9UQD0	0.16776149570490145	0.049519959575543206	0.04345629105608893	0.04345629105608893	0.08842849924204144	0.04598281960586155	0.013137948458817585	0.01212733703890854	0.015159171298635674	0.028802425467407782	0.039919151086407284	0.011116725618999495	0.02374936836786256	0.011116725618999495	0.03638201111672562	0.037897928246589184	0.011116725618999495	0.013643254168772108	0.02172814552804447	0.03436078827690753	0.10055583628094998	0.03031834259727135	0.029307731177362305	0.027286508337544216	0.06366851945426984
P78527	0.14756481705839594	0.029319118003392295	0.053549794039253695	0.04603828446813666	0.09983038526774896	0.03222679912769566	0.006784589290041192	0.014780712381875456	0.007996123091834261	0.026169130118730316	0.0518536467167434	0.0121153380179307	0.021080688151199414	0.02059607463048219	0.03513448025199903	0.044584443905984976	0.012599951538647928	0.01574993942330991	0.015265325902592684	0.034165253210564565	0.1000726920281076	0.02713835716016477	0.035619093772716263	0.032469105888054274	0.07729585655439787
Q6P179	0.12825860271115747	0.03441084462982273	0.05526590198123045	0.03962460896767466	0.09801876955161627	0.03441084462982273	0.0145985401459854	0.01251303441084463	0.01981230448383733	0.03336809176225235	0.05213764337851929	0.01981230448383733	0.0145985401459854	0.01564129301355579	0.03441084462982273	0.04275286757038582	0.01251303441084463	0.020855057351407715	0.010427528675703858	0.030239833159541187	0.09697601668404587	0.03336809176225235	0.03336809176225235	0.03128258602711158	0.08133472367049009
Q13822	0.07888631090487239	0.04176334106728538	0.052204176334106726	0.031322505800464036	0.0962877030162413	0.03480278422273782	0.009280742459396751	0.01508120649651972	0.019721577726218097	0.03480278422273782	0.05104408352668213	0.01740139211136891	0.023201856148491882	0.009280742459396751	0.055684454756380515	0.039443155452436186	0.010440835266821344	0.022041763341067284	0.022041763341067284	0.027842227378190254	0.0962877030162413	0.03480278422273782	0.04408352668213457	0.039443155452436186	0.09280742459396753
P70263	0.21629213483146068	0.058988764044943826	0.03089887640449438	0.02528089887640449	0.10112359550561796	0.04775280898876405	0.01404494382022472	0.02247191011235955	0.002808988764044944	0.03651685393258427	0.02808988764044944	0.011235955056179777	0.02528089887640449	0.008426966292134831	0.03932584269662921	0.016853932584269662	0.002808988764044944	0.011235955056179777	0.005617977528089888	0.01966292134831461	0.12359550561797752	0.03651685393258427	0.02247191011235955	0.01404494382022472	0.07865168539325842
P35968	0.13284132841328414	0.029520295202952032	0.039852398523985234	0.042066420664206634	0.11881918819188192	0.028782287822878224	0.006642066420664207	0.013284132841328414	0.007380073800738006	0.023616236162361626	0.04501845018450185	0.008856088560885609	0.01918819188191882	0.014760147601476013	0.03837638376383764	0.04354243542435424	0.013284132841328414	0.016974169741697416	0.021402214022140226	0.03173431734317343	0.11291512915129152	0.021402214022140226	0.03690036900369004	0.04132841328413285	0.09151291512915127
Q60492	0.18018018018018014	0.06756756756756757	0.04954954954954955	0.040540540540540536	0.10810810810810813	0.0990990990990991	0.013513513513513514	0.009009009009009007	0.0	0.022522522522522518	0.036036036036036036	0.009009009009009007	0.013513513513513514	0.013513513513513514	0.022522522522522518	0.040540540540540536	0.018018018018018014	0.0045045045045045045	0.013513513513513514	0.018018018018018014	0.08558558558558559	0.036036036036036036	0.018018018018018014	0.027027027027027032	0.054054054054054064
Q01959	0.22778675282714056	0.06462035541195478	0.02907915993537965	0.03231017770597738	0.10016155088852988	0.0630048465266559	0.01615508885298869	0.017770597738287562	0.0016155088852988692	0.038772213247172865	0.025848142164781908	0.012924071082390954	0.009693053311793216	0.017770597738287562	0.019386106623586433	0.03392568659127625	0.008077544426494346	0.011308562197092085	0.004846526655896607	0.012924071082390954	0.10339256865912763	0.035541195476575124	0.017770597738287562	0.014539579967689824	0.08077544426494346
