target_id	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3
Q92793	0.32104832104832104	0.44348894348894347	0.2354627354627355	0.447993447993448	0.294021294021294	0.257985257985258	0.5659295659295659	0.18181818181818185	0.2522522522522523	0.5376740376740377	0.20925470925470926	0.2530712530712531	0.6486486486486487	0.2743652743652744	0.07698607698607696	0.4778869778869778	0.2923832923832924	0.22972972972972974	0.3615888615888616	0.2870597870597871	0.3513513513513513	0.4520884520884521	0.35176085176085176	0.1961506961506962	0.25307125307125306	0.3996723996723997	0.34725634725634724	0.3185913185913186	0.4852579852579853	0.19615069615069614	0.08763308763308764	0.8374283374283374	0.07493857493857492	0.4484029484029484	0.1977886977886978	0.35380835380835385	0.3394758394758395	0.32104832104832104	0.3394758394758395
P30411	0.2327365728900256	0.309462915601023	0.4578005115089514	0.35038363171355497	0.30179028132992325	0.34782608695652184	0.4731457800511509	0.20971867007672634	0.3171355498721227	0.37084398976982097	0.1483375959079284	0.4808184143222506	0.4629156010230179	0.340153452685422	0.1969309462915601	0.29923273657289	0.27365728900255754	0.4271099744245525	0.2787723785166241	0.18414322250639387	0.5370843989769821	0.3375959079283887	0.4194373401534527	0.2429667519181585	0.4808184143222506	0.2762148337595908	0.2429667519181585	0.26854219948849106	0.4884910485933504	0.2429667519181585	0.0792838874680307	0.8542199488491049	0.06649616368286437	0.3938618925831202	0.3682864450127877	0.2378516624040921	0.5063938618925832	0.2327365728900256	0.26086956521739124
P30291	0.33900928792569657	0.4164086687306501	0.2445820433436533	0.4241486068111455	0.3173374613003096	0.2585139318885449	0.5897832817337462	0.15944272445820434	0.2507739938080495	0.4767801857585139	0.2585139318885449	0.26470588235294124	0.631578947368421	0.2678018575851393	0.10061919504643968	0.4582043343653251	0.30495356037151705	0.2368421052631579	0.4148606811145511	0.21671826625387	0.3684210526315789	0.43962848297213625	0.3142414860681115	0.24613003095975236	0.2647058823529412	0.369969040247678	0.3653250773993809	0.34829721362229105	0.4055727554179567	0.2461300309597523	0.1346749226006192	0.7213622291021672	0.14396284829721362	0.4690402476780186	0.20123839009287925	0.3297213622291022	0.3746130030959752	0.33900928792569657	0.2863777089783282
Q14534	0.2735191637630662	0.3728222996515679	0.3536585365853659	0.3519163763066202	0.32578397212543553	0.3222996515679443	0.4825783972125435	0.2038327526132404	0.3135888501742161	0.3902439024390244	0.22125435540069685	0.3885017421602788	0.5121951219512195	0.3554006968641115	0.13240418118466896	0.3832752613240418	0.2717770034843205	0.3449477351916377	0.3240418118466899	0.18815331010452965	0.4878048780487805	0.367595818815331	0.3693379790940767	0.26306620209059234	0.3885017421602787	0.3118466898954704	0.29965156794425085	0.30662020905923343	0.43031358885017423	0.2630662020905924	0.11149825783972124	0.789198606271777	0.0993031358885018	0.4390243902439024	0.28222996515679444	0.2787456445993032	0.4773519163763066	0.2735191637630662	0.24912891986062716
O60741	0.28314606741573034	0.41235955056179774	0.3044943820224719	0.40786516853932586	0.2943820224719101	0.29775280898876405	0.5348314606741573	0.17752808988764046	0.2876404494382022	0.4561797752808989	0.20786516853932585	0.3359550561797752	0.5775280898876405	0.3	0.12247191011235953	0.4101123595505618	0.2955056179775281	0.2943820224719101	0.3303370786516854	0.24719101123595505	0.4224719101123596	0.41123595505617977	0.3471910112359551	0.2415730337078652	0.3359550561797753	0.3595505617977528	0.3044943820224719	0.32471910112359553	0.4337078651685393	0.2415730337078652	0.09550561797752807	0.8168539325842696	0.08764044943820226	0.40898876404494383	0.2797752808988764	0.3112359550561797	0.402247191011236	0.28314606741573034	0.3146067415730337
P31213	0.17716535433070865	0.4448818897637795	0.3779527559055118	0.28346456692913385	0.28346456692913385	0.4330708661417324	0.452755905511811	0.12992125984251968	0.4173228346456693	0.28346456692913385	0.2755905511811024	0.44094488188976383	0.4330708661417323	0.3858267716535433	0.1811023622047244	0.3346456692913386	0.3031496062992126	0.3622047244094487	0.21653543307086612	0.21653543307086612	0.5669291338582676	0.38976377952755903	0.32677165354330706	0.2834645669291339	0.4409448818897638	0.3543307086614173	0.20472440944881887	0.3031496062992126	0.4133858267716535	0.28346456692913385	0.08267716535433071	0.8740157480314961	0.04330708661417326	0.4251968503937008	0.32677165354330706	0.2480314960629921	0.5590551181102362	0.17716535433070865	0.2637795275590551
P18031	0.3517241379310345	0.34942528735632183	0.29885057471264365	0.3931034482758621	0.31494252873563217	0.29195402298850576	0.5195402298850574	0.20689655172413796	0.27356321839080466	0.4827586206896552	0.1885057471264368	0.32873563218390806	0.5885057471264368	0.2804597701149425	0.13103448275862067	0.4804597701149425	0.2390804597701149	0.2804597701149426	0.3908045977011495	0.19770114942528733	0.4114942528735632	0.3655172413793104	0.3563218390804598	0.2781609195402298	0.3287356321839081	0.2896551724137931	0.3816091954022988	0.2735632183908046	0.4482758620689655	0.2781609195402299	0.1264367816091954	0.7264367816091954	0.1471264367816092	0.4597701149425287	0.25517241379310346	0.2850574712643678	0.3724137931034483	0.3517241379310345	0.2758620689655172
P28827	0.3050964187327824	0.3960055096418733	0.2988980716253444	0.4132231404958678	0.3023415977961432	0.28443526170798905	0.5392561983471075	0.19077134986225894	0.2699724517906336	0.4538567493112948	0.2024793388429752	0.34366391184573	0.5736914600550964	0.29614325068870523	0.13016528925619836	0.4366391184573003	0.2789256198347108	0.2844352617079889	0.3236914600550964	0.25	0.4263085399449036	0.39462809917355374	0.3588154269972452	0.24655647382920104	0.34366391184573003	0.32506887052341604	0.3312672176308539	0.31267217630853994	0.44077134986225897	0.2465564738292011	0.09986225895316804	0.7892561983471075	0.1108815426997245	0.3829201101928375	0.3257575757575757	0.2913223140495868	0.3973829201101928	0.3050964187327824	0.2975206611570248
P25025	0.21388888888888888	0.3388888888888889	0.4472222222222222	0.3083333333333333	0.2888888888888889	0.4027777777777778	0.4361111111111111	0.17777777777777778	0.3861111111111111	0.3333333333333333	0.18055555555555555	0.4861111111111112	0.4305555555555556	0.3972222222222222	0.17222222222222222	0.3111111111111111	0.25833333333333336	0.4305555555555555	0.25833333333333336	0.17222222222222222	0.5694444444444444	0.3416666666666667	0.4083333333333333	0.25	0.4861111111111111	0.2777777777777778	0.23611111111111105	0.2805555555555556	0.4694444444444445	0.25	0.08611111111111111	0.8416666666666667	0.07222222222222219	0.425	0.33055555555555555	0.2444444444444444	0.5305555555555556	0.21388888888888888	0.25555555555555554
P19801	0.2676431424766977	0.4340878828229028	0.2982689747003995	0.3715046604527297	0.2996005326231691	0.3288948069241012	0.5179760319573902	0.17709720372836218	0.30492676431424764	0.41278295605858856	0.2436750998668442	0.3435419440745673	0.5446071904127829	0.3368841544607191	0.11850865512649801	0.4434087882822903	0.2822902796271638	0.27430093209054585	0.29027962716378164	0.2543275632490013	0.45539280958721706	0.392809587217044	0.3262316910785619	0.2809587217043941	0.34354194407456723	0.340878828229028	0.31557922769640473	0.3009320905459387	0.4181091877496671	0.2809587217043942	0.09054593874833557	0.8095872170439414	0.09986684420772296	0.4087882822902797	0.2956058588548602	0.2956058588548602	0.4181091877496671	0.2676431424766977	0.3142476697736352
P10275	0.28695652173913044	0.4576086956521739	0.2554347826086956	0.4315217391304348	0.29347826086956524	0.275	0.5728260869565217	0.1608695652173913	0.26630434782608703	0.4510869565217392	0.2576086956521739	0.2913043478260869	0.6	0.3065217391304348	0.09347826086956523	0.4239130434782609	0.3293478260869565	0.24673913043478266	0.3532608695652174	0.2467391304347826	0.4	0.4706521739130435	0.3217391304347826	0.20760869565217396	0.2913043478260869	0.4010869565217392	0.3076086956521739	0.3608695652173913	0.4315217391304348	0.20760869565217388	0.08804347826086957	0.8119565217391305	0.09999999999999998	0.4521739130434783	0.2130434782608696	0.3347826086956521	0.4239130434782609	0.28695652173913044	0.2891304347826087
Q16236	0.3752066115702479	0.3504132231404959	0.2743801652892562	0.4694214876033058	0.2578512396694215	0.2727272727272727	0.5504132231404959	0.18016528925619835	0.2694214876033057	0.5685950413223141	0.14049586776859505	0.2909090909090909	0.631404958677686	0.2743801652892562	0.09421487603305784	0.4892561983471074	0.2396694214876033	0.2710743801652893	0.4380165289256198	0.1933884297520661	0.3685950413223141	0.3900826446280992	0.40826446280991735	0.2016528925619835	0.2909090909090909	0.3057851239669421	0.40330578512396703	0.31074380165289256	0.487603305785124	0.20165289256198354	0.09256198347107436	0.7371900826446282	0.1702479338842975	0.4528925619834711	0.2099173553719008	0.3371900826446281	0.33884297520661155	0.3752066115702479	0.2859504132231405
Q9QYJ6	0.3136020151133501	0.3501259445843829	0.33627204030226704	0.3866498740554156	0.3173803526448363	0.2959697732997481	0.5125944584382871	0.2040302267002519	0.283375314861461	0.4269521410579345	0.2002518891687657	0.3727959697732998	0.5327455919395466	0.3161209068010076	0.1511335012594458	0.42065491183879095	0.25566750629722923	0.32367758186397977	0.33249370277078083	0.2002518891687657	0.4672544080604534	0.36272040302267	0.3790931989924433	0.25818639798488663	0.37279596977329976	0.28211586901763225	0.345088161209068	0.29345088161209065	0.44836272040302266	0.2581863979848867	0.1070528967254408	0.7707808564231738	0.12216624685138533	0.43702770780856426	0.3035264483627204	0.2594458438287153	0.4269521410579345	0.3136020151133501	0.25944584382871544
P05979	0.28	0.37833333333333335	0.3416666666666666	0.3583333333333333	0.2733333333333333	0.3683333333333333	0.4766666666666667	0.17	0.3533333333333333	0.41	0.20333333333333334	0.3866666666666667	0.54	0.31166666666666665	0.14833333333333332	0.43666666666666665	0.23666666666666664	0.32666666666666666	0.305	0.235	0.4600000000000001	0.36833333333333335	0.35	0.2816666666666666	0.38666666666666666	0.3033333333333333	0.30999999999999994	0.265	0.4533333333333333	0.2816666666666667	0.1	0.7983333333333333	0.10166666666666667	0.42	0.2966666666666667	0.2833333333333334	0.4283333333333333	0.28	0.29166666666666663
O00519	0.2607944732297064	0.4024179620034543	0.3367875647668393	0.3730569948186528	0.3316062176165803	0.29533678756476683	0.5284974093264249	0.19170984455958548	0.27979274611398963	0.3955094991364421	0.2400690846286701	0.3644214162348878	0.5371329879101899	0.36787564766839376	0.09499136442141633	0.3696027633851468	0.30915371329879104	0.3212435233160621	0.30915371329879104	0.22797927461139894	0.46286701208981	0.4283246977547496	0.35578583765112265	0.21588946459412775	0.3644214162348877	0.3609671848013817	0.2746113989637305	0.3333333333333333	0.4507772020725389	0.2158894645941279	0.09671848013816926	0.8100172711571675	0.0932642487046632	0.4525043177892919	0.2538860103626943	0.2936096718480138	0.4818652849740933	0.2607944732297064	0.2573402417962004
P37840	0.3428571428571429	0.4357142857142857	0.22142857142857145	0.4642857142857143	0.4142857142857143	0.1214285714285714	0.6	0.2785714285714286	0.12142857142857146	0.4785714285714286	0.2714285714285714	0.24999999999999994	0.6071428571428571	0.3642857142857143	0.028571428571428636	0.4142857142857143	0.3642857142857143	0.22142857142857136	0.35	0.2571428571428571	0.3928571428571429	0.4428571428571429	0.37142857142857133	0.18571428571428567	0.25	0.4	0.35	0.4071428571428571	0.4071428571428571	0.18571428571428567	0.10714285714285714	0.7214285714285714	0.17142857142857149	0.4785714285714286	0.2642857142857143	0.25714285714285706	0.4571428571428571	0.3428571428571429	0.20000000000000007
Q9UNH5	0.3164983164983165	0.4225589225589226	0.2609427609427609	0.4191919191919192	0.2895622895622896	0.2912457912457913	0.5572390572390572	0.15656565656565655	0.2861952861952862	0.46801346801346794	0.2255892255892256	0.30639730639730645	0.5959595959595959	0.27441077441077444	0.12962962962962965	0.4393939393939394	0.3047138047138047	0.25589225589225584	0.3569023569023569	0.23905723905723905	0.4040404040404041	0.4124579124579125	0.3148148148148148	0.2727272727272728	0.3063973063973064	0.3501683501683502	0.34343434343434337	0.3434343434343434	0.3838383838383838	0.2727272727272728	0.12626262626262627	0.7760942760942761	0.09764309764309764	0.4023569023569024	0.265993265993266	0.33164983164983164	0.3838383838383838	0.3164983164983165	0.29966329966329963
Q02643	0.1938534278959811	0.4018912529550828	0.4042553191489361	0.3309692671394799	0.3002364066193853	0.3687943262411347	0.49172576832151293	0.17966903073286053	0.3286052009456264	0.3640661938534279	0.21040189125295508	0.42553191489361697	0.4633569739952719	0.3380614657210402	0.19858156028368795	0.30969267139479906	0.3262411347517731	0.3640661938534279	0.2529550827423168	0.21040189125295508	0.5366430260047281	0.4231678486997636	0.3333333333333333	0.24349881796690304	0.425531914893617	0.3475177304964539	0.22695035460992916	0.32387706855791965	0.4326241134751773	0.24349881796690304	0.07092198581560284	0.8463356973995272	0.08274231678486997	0.3853427895981088	0.35697399527186763	0.2576832151300236	0.524822695035461	0.1938534278959811	0.28132387706855794
P43166	0.2727272727272727	0.4393939393939394	0.2878787878787879	0.4053030303030303	0.30303030303030304	0.2916666666666667	0.5265151515151515	0.20454545454545456	0.2689393939393939	0.44696969696969696	0.23106060606060605	0.3219696969696969	0.5757575757575758	0.30303030303030304	0.12121212121212115	0.4318181818181818	0.30303030303030304	0.2651515151515151	0.3371212121212121	0.23863636363636365	0.4242424242424242	0.4204545454545455	0.29924242424242425	0.28030303030303033	0.32196969696969696	0.3522727272727273	0.3257575757575757	0.3333333333333333	0.3863636363636364	0.2803030303030304	0.09848484848484848	0.7992424242424242	0.10227272727272728	0.3901515151515152	0.2727272727272727	0.3371212121212121	0.3939393939393939	0.2727272727272727	0.33333333333333337
Q9Y3R4	0.28157894736842104	0.4421052631578947	0.27631578947368424	0.3842105263157895	0.3157894736842105	0.30000000000000004	0.5684210526315789	0.15	0.28157894736842104	0.4236842105263158	0.2657894736842105	0.3105263157894737	0.55	0.3473684210526316	0.10263157894736837	0.4342105263157895	0.3078947368421053	0.25789473684210523	0.3368421052631579	0.2131578947368421	0.4500000000000001	0.4368421052631579	0.3394736842105263	0.22368421052631576	0.3105263157894737	0.37105263157894736	0.3184210526315789	0.33421052631578946	0.4421052631578947	0.22368421052631576	0.08421052631578947	0.8210526315789474	0.09473684210526312	0.4736842105263158	0.25	0.2763157894736843	0.43157894736842106	0.28157894736842104	0.2868421052631579
O70528	0.22938144329896906	0.3427835051546392	0.4278350515463918	0.30927835051546393	0.3402061855670103	0.3505154639175257	0.4536082474226804	0.21391752577319587	0.3324742268041237	0.3427835051546392	0.19072164948453607	0.4664948453608248	0.4432989690721649	0.3582474226804124	0.1984536082474227	0.3324742268041237	0.25773195876288657	0.4097938144329898	0.24742268041237114	0.1958762886597938	0.5567010309278351	0.3737113402061856	0.3788659793814433	0.24742268041237114	0.4664948453608248	0.28865979381443296	0.2448453608247423	0.27835051546391754	0.4742268041237113	0.24742268041237114	0.08505154639175258	0.8479381443298969	0.0670103092783505	0.3865979381443299	0.38144329896907214	0.23195876288659803	0.5180412371134021	0.22938144329896906	0.2525773195876289
O95271	0.28334589299171065	0.4566691785983421	0.25998492840994725	0.3933685003767898	0.3571966842501884	0.2494348153730219	0.5561416729464959	0.1974378296910324	0.2464204973624717	0.42200452147701584	0.29389600602863597	0.2840994724943481	0.5493594574227579	0.3707611152976639	0.07987942727957803	0.4197437829691033	0.32328560663149963	0.25697061039939706	0.3082140165787491	0.24114544084400905	0.450640542577242	0.4544084400904295	0.33685003767897514	0.20874152223059528	0.2840994724943481	0.3813112283345893	0.3345892991710625	0.3700075357950264	0.4212509419743783	0.2087415222305954	0.09495101733232857	0.7995478522984175	0.1055011303692539	0.4770158251695554	0.21100226073850792	0.3119819140919368	0.4423511680482291	0.28334589299171065	0.2743029389600603
O15294	0.3145315487571701	0.3776290630975143	0.30783938814531553	0.3632887189292543	0.3403441682600382	0.2963671128107075	0.5239005736137667	0.1892925430210325	0.2868068833652008	0.4101338432122371	0.2418738049713193	0.3479923518164436	0.5105162523900574	0.36711281070745705	0.12237093690248566	0.4416826003824092	0.26003824091778205	0.2982791586998087	0.3030592734225621	0.2074569789674952	0.4894837476099427	0.37571701720841294	0.381453154875717	0.24282982791587	0.3479923518164436	0.3011472275334608	0.3508604206500956	0.30401529636711283	0.4531548757170173	0.24282982791587	0.0965583173996176	0.7925430210325047	0.11089866156787764	0.4722753346080306	0.2562141491395793	0.27151051625239003	0.4397705544933078	0.3145315487571701	0.24569789674952205
Q99572	0.3126050420168067	0.3428571428571429	0.3445378151260504	0.3663865546218487	0.31596638655462184	0.3176470588235294	0.4823529411764706	0.21512605042016808	0.3025210084033613	0.4319327731092437	0.17647058823529413	0.3915966386554621	0.5495798319327732	0.26554621848739496	0.1848739495798319	0.4403361344537815	0.2302521008403361	0.3294117647058824	0.3411764705882353	0.20840336134453785	0.4504201680672269	0.37478991596638656	0.346218487394958	0.2789915966386555	0.3915966386554622	0.2739495798319328	0.3344537815126051	0.26218487394957984	0.4588235294117647	0.2789915966386555	0.12436974789915968	0.7714285714285715	0.10420168067226887	0.3781512605042017	0.35294117647058826	0.2689075630252101	0.4218487394957983	0.3126050420168067	0.2655462184873949
Q15149	0.41332194705380015	0.3313407344150299	0.25533731853117003	0.41481639624252775	0.3556789069171648	0.22950469684030744	0.6295900939368061	0.14773697694278395	0.22267292912040995	0.44833475661827504	0.2749786507258753	0.2766865926558498	0.5950042698548249	0.3390264730999146	0.06596925704526048	0.4827070879590094	0.2687873612297182	0.2485055508112724	0.4555935098206661	0.13941076003415884	0.4049957301451751	0.3413748932536293	0.430401366353544	0.2282237403928267	0.2766865926558497	0.2929120409906063	0.430401366353544	0.3029461998292058	0.4688300597779675	0.2282237403928267	0.14923142613151152	0.6838172502134927	0.16695132365499574	0.6204099060631939	0.18936806148590948	0.1902220324508966	0.4024338172502135	0.41332194705380015	0.1842442356959863
P41245	0.26164383561643834	0.463013698630137	0.2753424657534247	0.40821917808219177	0.273972602739726	0.3178082191780822	0.5465753424657535	0.15753424657534246	0.2958904109589041	0.4465753424657534	0.23424657534246576	0.3191780821917808	0.5876712328767123	0.2821917808219178	0.13013698630136988	0.4178082191780822	0.3287671232876712	0.2534246575342466	0.30273972602739724	0.28493150684931506	0.41232876712328775	0.4931506849315068	0.25616438356164384	0.2506849315068493	0.31917808219178084	0.3972602739726027	0.2835616438356164	0.3780821917808219	0.3712328767123288	0.2506849315068493	0.08904109589041095	0.8041095890410959	0.10684931506849316	0.3479452054794521	0.3041095890410959	0.34794520547945196	0.4315068493150685	0.26164383561643834	0.3068493150684932
