target_id	edp0	edp1	edp2	edp3	edp4	edp5	edp6	edp7	edp8	edp9	edp10	edp11	edp12	edp13	edp14	edp15	edp16	edp17	edp18	edp19
O95718	2.09156032483	2.7127900232	2.20867169374	2.90252320186	3.30872969838	2.42033062645	2.5805974478	2.8508990719300003	2.88709396752	2.50495939675	2.68761600928	2.57526102088	2.46371809745	2.6488689095099995	2.9778712297000003	2.53616589327	1.84643271462	3.85965777262	2.3988109048700004	2.275725058
Q9WUL0	1.68116013072	2.30972222222	2.11308823529	2.55406862745	2.7867483660100003	1.95093137255	2.53602941176	2.08449346405	2.45612745098	2.33099673203	2.19354575163	3.0966830065400006	1.97838235294	2.79933006536	2.46913398693	1.82746732026	1.73485294118	3.6075	2.3589379085	2.0079248366
Q92769	2.66085390947	3.1420781893000003	3.0349794238700003	3.74393004115	3.33945473251	2.74994855967	3.47731481481	3.5785493827199994	3.59845679012	3.1332304526700003	3.0221707818900003	2.88971193416	3.01028806584	3.43652263374	3.77860082305	2.51856995885	2.47057613169	4.40673868313	3.57453703704	2.9702674897099994
P30291	2.5836568323	3.3887034161500003	2.99972826087	3.31999223602	3.6100931677	3.03742236025	3.2276785714300003	3.29409937888	3.33388975155	3.37107919255	3.29852484472	3.30438664596	3.0834239130400003	3.49782608696	3.94778726708	3.38940217391	2.5972826087	4.32368012422	3.34798136646	2.96397515528
P22687	1.62232323232	2.2051010101	2.43121212121	2.38606060606	2.83090909091	2.2348989899	2.14181818182	2.18505050505	2.43398989899	2.69641414141	2.48828282828	2.20580808081	2.22676767677	2.73555555556	2.74065656566	1.95055555556	1.7567676767700002	3.32055555556	2.35308080808	2.32616161616
P18054	2.06138426626	2.56819213313	2.59080937973	2.9756807866900004	3.1273071104400003	2.40094553707	2.5082072617200004	2.6930030257200004	2.92590771558	2.62715582451	2.52363842663	2.51864599092	2.34572617247	2.64179273828	2.96944024206	2.09962178517	2.15919062027	4.46418305598	2.71452344932	2.4145612708
Q9ULX7	3.62380597015	4.46462686567	4.87985074627	4.78805970149	4.35970149254	4.29126865672	4.42425373134	4.83156716418	4.72388059701	5.05731343284	4.78089552239	4.16447761194	3.89514925373	4.732910447759999	5.38649253731	3.98432835821	4.24104477612	5.35313432836	4.496119402990001	4.498880597009999
P51635	5.61199690402	6.029953560369999	6.5341331269300005	6.85061919505	5.31633126935	5.72074303406	6.8270123839	6.43351393189	6.16509287926	6.59860681115	6.28854489164	6.528250773990001	5.058359133130001	6.16191950464	6.619195046440001	5.593575851390001	5.18521671827	7.19643962848	5.96284829721	6.25139318885
P12527	2.07850223547	2.57034277198	2.56602086438	3.03528315946	2.94623695976	2.3434798807700004	2.64325633383	2.62429210134	2.90186289121	2.71143815201	2.48789120715	2.46624441133	2.42358420268	2.83994038748	2.9510804769	2.15383755589	2.12172131148	4.41911326379	2.76263040238	2.42898658718
P35218	3.18176567657	4.05602310231	4.35297029703	4.35338283828	3.82293729373	3.79834983498	3.87161716172	4.44438943894	4.39150165017	4.56905940594	4.23902640264	3.64991749175	3.61658415842	4.48968646865	4.948267326730001	3.81386138614	3.574669967	5.16823432343	4.14018151815	4.02590759076
O43570	3.3282315340900004	4.23149857955	4.427450284090001	4.46558948864	4.06509232955	4.02269176136	4.13213778409	4.30465198864	4.443359375	4.56438210227	4.23760653409	3.91558948864	3.63185369318	4.37311789773	4.94357244318	3.72482244318	3.89691051136	5.025106534090001	4.046484375	4.103515625
Q07817	2.24366883117	3.2568722943700004	3.02148268398	3.40319264069	2.84182900433	2.87148268398	3.06239177489	3.10351731602	2.9444264069300004	2.65416666667	2.55178571429	2.69301948052	2.38923160173	3.0637987013	2.9825216450200003	2.3599025974	1.96737012987	4.08111471861	2.6770021645	2.41574675325
P79400	3.0321366782	3.51656574394	2.9481401384099994	3.54718858131	4.70826124567	2.64294982699	2.97711937716	3.0339532872	3.09355536332	3.98179065744	3.82443771626	3.02270761246	3.43559688581	4.04009515571	3.48118512111	2.97019896194	2.70229238754	5.25843425606	3.61327854671	3.49753460208
P79291	6.540873893810001	7.821626106189999	6.52450221239	7.974944690269999	7.70779867257	6.17771017699	6.63102876106	6.304148230090001	7.209789823010001	8.8969579646	8.5326880531	7.089988938049999	7.5461836283200014	9.43490044248	7.69386061947	5.71034292035	6.16863938053	8.284789823010001	7.384236725660001	8.376825221239999
P10415	2.15696202532	3.15094936709	2.9382911392400004	3.22985232068	2.82352320675	2.74335443038	2.88301687764	2.95780590717	2.94187763713	2.6219409282700004	2.45833333333	2.5456751054900004	2.40548523207	2.97689873418	3.05073839662	2.23333333333	1.93375527426	3.98607594937	2.50021097046	2.37943037975
P30530	2.61205156951	3.16928251121	3.0580437219700003	3.3876121076200003	3.75549327354	2.83332399103	3.20793161435	3.31384529148	3.29226457399	3.1644058296	3.05588565022	2.87749439462	2.99316143498	3.12914798206	3.75501681614	2.84190022422	2.55454035874	4.44885089686	3.12752242152	2.9942544843
P08253	1.92169452888	2.27974924012	2.21215805471	2.7878039513700004	3.4775835866300007	2.11174012158	2.22325227964	2.69631458967	2.57545592705	2.07382218845	2.0693768997	2.25075987842	2.26880699088	2.85463525836	2.6902355623100003	1.87256838906	1.99012158055	4.01333586626	2.62800151976	2.02496200608
O14757	3.25635548523	4.31532172996	3.90308544304	4.510944092830001	4.05904535865	3.72998417722	4.17486814346	4.3351002109699985	4.23066983122	4.59280063291	4.37407700422	4.43968881857	3.84512130802	4.37449894515	4.39491033755	3.57914029536	3.2641086497900003	4.89992088608	4.10139767932	3.99828586498
Q16790	2.92650437637	3.68202954048	3.69275164114	3.74143873085	3.53099015317	3.5121717724300003	3.5658369803099994	3.7234409190400006	3.8530908096300007	4.042861050330002	3.78574945295	3.2096553610500003	3.21178884026	3.86879102845	4.700464989059999	3.1613512035	3.18684354486	4.72026805252	3.5809354485800005	3.5372264770199995
P22748	3.67935483871	4.38330645161	4.9370967741900005	4.800403225809999	4.59637096774	4.5010483871	4.76427419355	4.97911290323	5.22572580645	5.3985483871	5.199758064519999	4.08612903226	4.28725806452	5.02411290323	5.7613709677400005	4.1289516129	4.27709677419	5.545161290319999	4.70887096774	4.98516129032
P06211	1.6993729097	2.19786789298	1.99786789298	2.22968227425	2.66672240803	1.99352006689	2.1239548495	2.21630434783	2.36617892977	2.0441471571900003	2.20572742475	2.12984949833	2.14255852843	2.3149665551800003	2.82888795987	2.17796822742	1.58704013378	3.4745819398	2.07094481605	1.7870819398
P19785	1.83699748744	2.36585008375	2.1793341708500003	2.42665410385	2.78858877722	2.18959380235	2.2910594639900004	2.45270100503	2.59198073702	2.22397403685	2.34750837521	2.33180485762	2.33636934673	2.5740159129	2.98800251256	2.32899916248	1.7361180904499998	3.798513400340001	2.21048994975	1.9471314907900004
P51812	3.75220189702	4.6570799458	4.33187669377	5.24420731707	4.42903116531	4.15355691057	4.898543360430001	4.81795392954	4.68397696477	4.91717479675	5.33058943089	5.0006097561	4.59085365854	5.33655149051	4.832215447149999	3.87926829268	3.88062330623	5.34325880759	4.754911924119999	4.481266937669999
P02766	3.474310344830001	3.5341379310300005	3.68637931034	4.21706896552	4.10034482759	3.18603448276	3.44017241379	4.0141379310300005	4.396034482759998	4.20706896552	4.2474137931	3.3660344827599995	3.13206896552	4.43293103448	4.7663793103400005	3.64068965517	4.0182758620699985	4.96034482759	4.14655172414	4.22844827586
P36888	1.89812058527	2.23358980827	2.38222754793	2.55914480323	3.32831735621	2.07365035318	2.38394298688	2.51898335015	2.39595105954	2.41161705348	2.31038092836	2.15192986882	2.24103178607	2.6193617558	2.67423057518	2.0631811301700003	1.98613773966	3.73096619576	2.66913471241	2.31699041372
P31749	3.70896966527	4.63831066946	4.4197960251	5.22873953975	4.39139644351	4.19730648536	4.82638598326	4.91425209205	4.48083158996	4.67005753138	4.91932531381	4.97094665272	4.30760983264	5.5575575313800005	4.8265428870300005	3.961061715480001	3.88726464435	5.42356171548	4.78967050209	4.32523535565
P04054	3.26481164384	4.17851027397	3.97799657534	4.0886130137	7.702996575339999	3.96104452055	3.86515410959	4.19306506849	3.9408390411	3.36840753425	3.66618150685	4.00162671233	3.48005136986	4.29871575342	4.1591609589	3.02936643836	2.98484589041	5.22988013699	4.37970890411	3.2630993150700003
O14746	1.63751106195	2.56591814159	2.23963495575	2.48616150442	2.63777654867	2.16563053097	2.1237942477900003	2.36689159292	2.59799778761	2.13463495575	2.16748893805	2.3029092920400003	1.95897123894	2.3930199115	2.65753318584	1.93587389381	1.67905973451	3.5361393805300003	2.29892699115	1.89096238938
P14780	2.07563829787	2.41840425532	2.49365248227	3.0371276595700003	3.63184397163	2.23971631206	2.38730496454	2.7935460992900003	2.8154964539	2.37117021277	2.29365248227	2.41156028369	2.32992907801	3.00287234043	3.1509929078	2.0419858156	2.06209219858	4.38936170213	2.90205673759	2.14783687943
P21447	3.38548861852	4.121399136580002	3.57336145997	4.2881770015699985	3.24288657771	3.75564167975	4.0002256671900005	3.96617935636	3.55336538462	4.30106946625	3.86792582418	3.79789050235	3.38650902669	4.10793759812	3.8824077708	3.37577511774	3.00672095761	4.220005886969998	3.56494309262	3.64500588697
P42866	4.93506944444	6.030965909090001	5.58557449495	6.05179924242	6.6177714646500005	4.82825126263	5.19169823232	5.03942550505	5.60975378788	7.078882575760001	6.72490530303	5.40924873737	5.8249684343400014	7.45059974747	6.05514520202	4.89315025253	4.8242739899	6.59599116162	5.9999053030299985	6.4521780303
P10686	1.86438276398	2.79429347826	2.51125776398	2.92558229814	2.93125	2.40613354037	2.67921195652	2.66442158385	2.8525815217400003	2.57072981366	2.47088509317	2.52793090062	2.3182841614900003	2.93416149068	2.92835791925	2.23792701863	1.95203804348	3.85196040373	2.74427406832	2.22579580745
O08537	1.69971590909	2.2436079545500003	1.96908143939	2.26226325758	2.87855113636	2.06827651515	2.05317234848	2.21373106061	2.44791666667	2.10767045455	2.27192234848	2.08603219697	2.12196969697	2.38636363636	2.81889204545	2.23110795455	1.60108901515	3.4296875	2.17930871212	1.82831439394
P14920	2.17836956522	2.45083333333	2.03583333333	2.5640942029	2.65539855072	2.10373188406	2.43547101449	3.16597826087	2.54670289855	2.60112318841	2.40786231884	2.2168478260900004	2.15960144928	2.25597826087	2.7596739130400003	1.98083333333	1.9906884058	3.78996376812	2.31221014493	2.4709057971
P43166	4.12442748092	4.93330152672	5.646469465650001	5.51440839695	4.82242366412	5.00419847328	5.21832061069	5.7112595419800005	5.561354961830001	5.70515267176	5.31631679389	4.55620229008	4.327385496180002	5.32604961832	6.233301526719999	4.8143129771	4.83158396947	5.870133587790001	5.086450381680001	5.12547709924
P30082	2.39679089027	3.05377846791	3.0448757764	3.2020186335400003	4.3165113871599985	2.74378881988	3.01304347826	3.11392339545	3.2758281573500003	3.21599378882	3.4685300207	2.80874741201	2.97085921325	3.92189440994	3.4428571428600003	2.8051759834400003	2.67432712215	5.23680124224	3.24120082816	2.9874741200800004
P45452	2.10876865672	2.45103944563	2.44485607676	2.9059434968	3.54634861407	2.23760660981	2.4335021322	2.7007196162	2.66132729211	2.34778784648	2.3647921108700003	2.4033315565	2.25509061834	3.09901385928	3.01047441365	1.99810767591	1.9492270788900004	4.639792110869999	2.8790778251599995	2.28051705757
P07451	4.243459302330002	5.13522286822	5.94723837209	5.68900193798	4.99878875969	5.23968023256	5.39200581395	5.86002906977	5.74801356589	6.0703003876	5.59878875969	4.92010658915	4.50033914729	5.54626937984	6.57311046512	4.934156976740001	5.01177325581	6.11012596899	5.30847868217	5.5134205426400005
Q9NPH5	2.0838107638900003	2.79943576389	2.5345486111099995	2.92330729167	2.94696180556	2.20703125	2.66883680556	2.76805555556	3.02877604167	2.72230902778	2.55260416667	2.50073784722	2.4654513888900005	3.36202256944	2.85733506944	2.13142361111	2.11883680556	4.70234375	2.80238715278	2.52447916667
P68400	3.74026349614	4.715649100259999	4.4736825192800005	5.17503213368	4.25613753213	4.0499678663199985	4.64855398458	4.76179305913	4.59778277635	4.9243251928	4.99405526992	4.8051092545	4.35549485861	5.11365681234	5.323296915169999	3.944376606680001	3.61725578406	5.578952442159999	4.968991002569999	4.29559768638
P49763	2.19292237443	3.3752283105000003	2.70559360731	2.86746575342	5.98755707763	2.7840182648400003	3.02397260274	3.04942922374	3.0917808219200005	2.66152968037	2.7038812785400004	2.79189497717	2.52203196347	3.02534246575	4.14029680365	2.48378995434	2.35890410959	4.15159817352	2.51575342466	2.72956621005
P29275	6.6094696969700015	8.10515151515	7.0258333333300005	7.99227272727	8.61856060606	6.5846969697	7.29886363636	6.5021212121200005	7.45128787879	8.92121212121	7.92575757576	7.277424242419999	7.421439393939999	8.90553030303	7.52121212121	6.0596969697	5.8789393939400005	8.725757575760001	7.693257575760001	8.0796969697
P55789	2.30714285714	3.16502463054	2.62721674877	3.4543103448300005	4.15197044335	2.45677339901	2.8266009852200003	2.90640394089	2.90036945813	2.44679802956	2.60332512315	2.93165024631	2.49482758621	3.16810344828	3.8657635468	2.45369458128	2.27660098522	4.43399014778	2.74766009852	2.46096059113
P24557	3.78698210923	5.33881826742	4.82205743879	5.66546610169	4.45882768362	4.3367937853099985	5.31372410546	4.98321563089	4.63627589454	5.10266007533	4.75873352166	5.443997175140001	4.7282250470800005	5.69465630885	5.64988229755	3.89451506591	3.92492937853	5.3929613936	4.68462806026	4.3073210922800005
P41595	3.0047494780799995	3.56696242171	3.4748434238	3.48522964509	4.53074112735	2.80527139875	3.08627348643	3.09399791232	3.2701983298500004	4.13778705637	3.89686847599	3.10266179541	3.43977035491	4.128340292280002	3.47614822547	3.16550104384	2.9201983298500003	4.88329853862	3.46059498956	3.64065762004
P18825	2.91706521739	3.3575	2.8872826087	3.17733695652	4.07614130435	2.48983695652	2.6889673913	2.87961956522	2.97081521739	3.84559782609	3.65565217391	2.80630434783	3.22304347826	3.80451086957	3.23326086957	2.89565217391	2.69288043478	4.7439673913	3.19663043478	3.45461956522
P15692	2.12260869565	3.11597826087	2.63336956522	2.89293478261	6.50815217391	2.6897826087	2.98663043478	2.97934782609	3.15097826087	2.57554347826	2.62804347826	2.61402173913	2.41880434783	2.98489130435	3.8475	2.4775	2.42380434783	3.96010869565	2.53826086957	2.54576086957
P01375	2.04155844156	2.27781385281	2.24794372294	2.56482683983	2.94935064935	2.30703463203	2.22326839827	2.72348484848	2.70487012987	2.5132034632	2.7358225108200003	2.27402597403	2.30746753247	3.00173160173	2.64718614719	2.05898268398	2.00378787879	3.609740259740001	2.7465367965400005	2.5433982684
P43116	4.38128511236	5.69280196629	5.0373244382	5.8465238764	5.967099719099998	4.32089185393	5.12749297753	4.46492275281	4.81815308989	6.15867275281	5.507057584269999	5.21780196629	5.29518960674	5.99561095506	5.05291432584	4.24224016854	4.10853230337	6.15235252809	5.20242275281	5.55438904494
P41143	5.26739864865	6.455777027030001	5.82064189189	6.368479729730001	7.012263513510001	5.113074324319999	5.52807432432	5.40185810811	5.82381756757	7.4011824324300015	6.9574662162199985	5.75429054054	5.97719594595	7.724290540539999	6.19496621622	5.13868243243	5.03361486486	6.84996621622	6.25070945946	6.75070945946
P35462	3.06934673367	3.51005025126	3.4153266331700003	3.3489321608	4.40577889447	2.72845477387	2.9	3.05734924623	3.14510050251	4.1277638191	3.98718592965	3.08467336683	3.34962311558	3.99962311558	3.4692211055300004	3.06488693467	2.86677135678	4.4665201005	3.33819095477	3.61664572864
Q16875	2.1008445945900003	2.8299469112	2.56155888031	2.97116312741	2.85084459459	2.34968629344	2.84075772201	2.81846042471	2.80523648649	2.7785472973000003	2.57473455598	2.3894546332	2.39592181467	2.9367519305000003	3.34302606178	2.22135617761	2.19022683398	4.0088561776099985	2.85798745174	2.50827702703
P07824	3.76343457944	4.69038161994	3.96647196262	5.480568535830001	3.84123831776	3.6307242990699993	4.52231308411	4.77169003115	4.3475467289699985	4.47916666667	4.09108255452	4.13189252336	3.80774922118	4.21709501558	5.19380841121	3.71670560748	3.4583722741400003	4.79801401869	4.23158099688	4.12908878505
P23975	1.9956300813	2.59115853659	2.43075203252	2.8931097561000003	3.06111788618	2.31282520325	2.57953252033	2.67766260163	2.4837195122	2.71705284553	2.56514227642	2.46644308943	2.64802845528	3.1568902439	2.92839430894	2.08644308943	1.9449796748	4.80855691057	2.885223577240001	2.33770325203
P21917	2.57922043011	3.01470430108	2.77427419355	2.88336021505	3.88169354839	2.23572580645	2.45427419355	2.6286827957	2.71502688172	3.3927688172000003	3.36766129032	2.57040322581	2.89217741935	3.3925537634400005	2.89997311828	2.63739247312	2.37158602151	4.4948655914	2.91647849462	3.09701612903
P11388	1.80110366252	2.2617151733200003	2.23478580772	2.74070470896	2.62675768476	1.93839928058	2.44420372793	2.4884646828	2.34199640288	2.5199558535	2.32754251145	2.61696370177	2.22100228908	2.61992315239	2.63383747547	1.97881785481	1.85234630477	3.53643721387	2.55319653368	2.12072432963
P10275	1.45789760349	1.81508714597	1.6109204793	1.87020697168	2.30487472767	1.736791939	1.7806644880200002	1.99493464052	1.95280501089	1.7418300653599998	1.826416122	1.65901416122	1.69261982571	1.92527233115	2.5563453159	1.7518246187400002	1.33082788671	2.74076797386	1.77347494553	1.5524237472799998
P09917	2.23504464286	2.70212053571	2.65811011905	3.05974702381	3.14404761905	2.42150297619	2.7265625	2.77563244048	3.04021577381	2.7786086309500004	2.63630952381	2.59758184524	2.59148065476	2.97589285714	3.08318452381	2.23590029762	2.2435639881	4.55617559524	2.9897321428600003	2.50773809524
P06213	2.54876811594	3.34804347826	3.45224637681	3.4844565217400003	4.1306884058	2.88795289855	3.30836956522	3.48347826087	3.43092391304	3.40255434783	3.18833333333	3.0114673913	3.03563405797	3.38188405797	3.63052536232	2.9693115942	2.6888405797099995	4.28721014493	3.3830615942	3.0737318840599994
P05091	5.4036407767	5.21927184466	4.88844660194	5.86048543689	4.66296116505	4.50529126214	5.58014563107	6.2039320388300006	4.55975728155	5.8127184466	5.33524271845	4.83888349515	4.5682038835	5.71538834951	5.76757281553	4.43436893204	4.64776699029	5.810339805830001	4.82854368932	5.80033980583
P00918	4.125678294569998	5.080523255809999	5.8043604651199985	5.53837209302	4.88129844961	5.10862403101	5.24011627907	5.6404069767400005	5.6793604651199985	5.78478682171	5.43158914729	4.759496124030001	4.37257751938	5.304069767440001	6.31627906977	4.72994186047	4.83420542636	6.1419573643400005	5.21463178295	5.21637596899
P00747	3.0083384901	3.83142017327	3.99327042079	4.02340655941	6.064774133659999	3.57947091584	3.5488397277199994	4.38971225248	4.17838799505	3.62956373762	3.37442759901	3.50905012376	3.30753403465	3.80335705446	4.50895730198	3.41762066832	3.57600556931	5.41294863861	4.2234375	3.5709313118800003
P00734	2.89558467742	3.70385080645	3.63768145161	3.78090725806	5.872802419349999	3.48094758065	3.70691532258	4.18622983871	3.87497983871	3.67699596774	3.45901209677	3.30477822581	3.2142943548400003	3.65965725806	4.09993951613	3.1417943548400005	3.11502016129	5.01485887097	3.79481854839	3.56352822581
P11474	2.29943586698	3.1008610451300003	2.5684976247	3.16778503563	3.41974465558	2.630195962	2.8906472684099995	3.30347387173	2.78892517815	2.7597684085500003	2.88993467933	2.92348574822	2.69807007126	2.99284441805	3.2670724465599994	2.65264251781	2.06244061758	4.0088182897900015	2.59183491686	2.49040973872
P52732	2.28235294118	3.05018975332	2.9220113852	3.02307874763	3.3107447817799995	3.3394449715400003	3.79546963947	3.16368595825	2.59473434535	3.18629032258	3.20163662239	3.1386622390900003	2.7509013282700003	3.4210626186	3.41235768501	2.74817362429	2.492528463	4.47374288425	3.1625711575	2.83076375712
P05164	1.80858008075	2.20309555855	2.15043741588	2.37210632571	3.2726783310900003	1.94242934051	2.04047779273	2.11874158816	2.28024899058	2.09801480485	2.08913189771	1.89633243607	2.09619784657	2.32923956931	2.60003364738	1.78839165545	1.76504037685	3.95397039031	2.1068640646	1.85457604307
P14174	2.89026548673	3.22853982301	3.82389380531	4.02433628319	3.66836283186	3.01128318584	3.8077433628300006	3.97389380531	3.3110619469	4.2814159292000005	3.63871681416	3.55	3.57389380531	4.40707964602	4.41946902655	3.02367256637	3.0986725663700003	4.87168141593	3.5017699115	3.80597345133
P35869	1.48736702128	1.86759751773	1.93964243499	2.13730791962	2.60382683215	2.2382239952700003	1.82064125296	1.91139184397	2.25695921986	2.0165336879400004	2.08710106383	1.7381057919599998	2.10438829787	2.3194001182	2.53101359338	1.97731973995	1.56774527187	3.39992612293	2.19679373522	1.7772606383
Q07343	1.91047343324	2.57828678474	2.40805517711	2.7838726158	2.60860013624	2.22678814714	2.57763964578	2.2895606267	2.69664509537	2.34013964578	2.46796662125	2.15372956403	2.44923365123	2.8730074931900003	2.82995572207	2.26234673025	1.92280313351	3.7541042234300006	2.39013964578	2.08077316076
P21398	3.1305952381	3.78507142857	3.14721428571	3.67064285714	3.2615	3.19678571429	3.70954761905	3.89173809524	3.5839761904800005	3.52578571429	3.5244047619	3.4411190476199995	3.0031190476200003	3.60711904762	3.92497619048	2.89211904762	2.77469047619	5.02164285714	3.5173571428600003	3.4095952381
P27986	2.07496537396	2.94889196676	2.65152354571	2.9324099723000003	3.0838296398900003	2.65692520776	2.97856648199	2.67475761773	3.17659279778	2.68334487535	2.7134695290900006	2.67918975069	2.43036703601	3.03912742382	3.0338296398900004	2.36637811634	2.11565096953	3.72409972299	3.08403739612	2.470533241
Q13554	2.76541792169	3.4878200301199995	3.29730798193	3.849905873490001	3.68450677711	3.17705195783	3.702089608430001	3.4914721385500003	3.71594503012	3.81515436747	3.64941641566	3.61477786145	3.1797628012	3.78925075301	3.66940888554	3.10833960843	2.9000188253	4.39324171687	3.44621611446	3.31353539157
Q96GD4	3.96929824561	5.19152046784	4.93742690058	5.4844298245599985	4.830847953219999	4.6057748538	5.23618421053	5.37046783626	5.506213450290001	5.7110380117	5.7860380117	5.66549707602	4.85716374269	5.649269005850001	5.46644736842	4.47638888889	4.1951754386	5.767836257309999	5.31710526316	4.8043128655
P32300	5.52743243243	6.71060810811	6.07445945946	6.57439189189	7.36128378378	5.360270270269999	5.785135135140001	5.632972972969999	6.085135135140001	7.743040540539999	7.29878378378	6.01756756757	6.424864864859999	8.07013513514	6.46635135135	5.33459459459	5.29858108108	7.17817567568	6.50027027027	7.09777027027
